"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"153","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionVisual.java","3","17","Parameter 'questionBank' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"154","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionVisual.java","3","17","Parameter 'visualSource' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"155","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionVisual.java","3","46","Parameter 'questionVisualId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"156","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Rubric.java","3","14","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"157","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Rubric.java","3","14","Parameter 'createdMember' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"158","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Rubric.java","3","14","Parameter 'description' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"159","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Rubric.java","3","14","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"160","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Rubric.java","3","37","Parameter 'rubricId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"161","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Rubric.java","3","51","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"162","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/RubricCategory.java","3","9","Parameter 'active' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"163","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/RubricCategory.java","3","9","Parameter 'description' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"164","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/RubricCategory.java","3","9","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"165","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/RubricCategory.java","3","30","Parameter 'rubricCategoryId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"166","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/RubricCategory.java","3","42","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"167","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/RubricLevel.java","3","13","Parameter 'active' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"168","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/RubricLevel.java","3","13","Parameter 'description' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"169","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/RubricLevel.java","3","13","Parameter 'level' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"170","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/RubricLevel.java","3","35","Parameter 'rubricLevelId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"171","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/RubricLevel.java","3","48","Parameter 'level' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"172","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/RubricMatrix.java","3","13","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"173","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/RubricMatrix.java","3","13","Parameter 'cellDescription' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"174","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/RubricMatrix.java","3","13","Parameter 'cellName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"175","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/RubricMatrix.java","3","14","Parameter 'rubricCategory' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"176","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/RubricMatrix.java","3","14","Parameter 'weightage' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"177","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/RubricMatrix.java","3","15","Parameter 'rubric' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"178","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/SettingsProperty.java","3","13","Avoid variables with short names like id","Naming Rules","ShortVariable"
"179","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/SettingsProperty.java","3","17","Avoid variables with short names like id","Naming Rules","ShortVariable"
"180","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/SettingsProperty.java","3","17","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"181","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/SettingsProperty.java","3","17","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"182","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/SettingsProperty.java","3","30","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"183","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/SettingsProperty.java","3","30","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"184","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/SettingsPropertyValueType.java","3","13","Avoid variables with short names like id","Naming Rules","ShortVariable"
"185","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/SettingsPropertyValueType.java","3","16","Avoid variables with short names like id","Naming Rules","ShortVariable"
"186","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/SettingsPropertyValueType.java","3","16","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"187","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/SettingsPropertyValueType.java","3","16","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"188","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/SettingsPropertyValueType.java","3","29","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"189","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/SettingsPropertyValueType.java","3","29","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"190","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Status.java","3","15","Avoid variables with short names like id","Naming Rules","ShortVariable"
"191","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Status.java","3","19","Avoid variables with short names like id","Naming Rules","ShortVariable"
"192","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Status.java","3","19","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"193","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Status.java","3","19","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"194","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Status.java","3","32","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"195","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Status.java","3","32","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"196","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/TagType.java","3","10","Avoid variables with short names like id","Naming Rules","ShortVariable"
"197","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/TagType.java","3","14","Avoid variables with short names like id","Naming Rules","ShortVariable"
"198","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/TagType.java","3","14","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"199","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/TagType.java","3","14","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"200","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/TagType.java","3","27","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"201","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/TagType.java","3","27","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"202","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Test.java","3","12","This class name ends with 'Test' but contains no test cases","JUnit Rules","TestClassWithoutTestCases"
"203","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Test.java","3","12","Too many fields","Code Size Rules","TooManyFields"
"204","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Test.java","3","14","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"205","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Test.java","3","14","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"206","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Test.java","3","14","Parameter 'testContent' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"207","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Test.java","3","14","Parameter 'testType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"208","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Test.java","3","15","Parameter 'status' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
